rank,filename,window_start,window_end,frequency,unique_count,support,max_consecutive_same_source,max_consecutive_same_target,tracing_count,cycle_count,max_consecutive_same_category,sparsity,correctness,matched
36,R7Y2,70,101,113,14,0.1443,0.71,0.29,0.0,0.0,0.43,0.53,0.29,"{""match_0001"": {""filename"": ""9CKC"", ""window_start"": 148, ""window_end"": 179, ""distance"": 0.07}, ""match_0002"": {""filename"": ""VCD9"", ""window_start"": 224, ""window_end"": 255, ""distance"": 0.07}, ""match_0003"": {""filename"": ""Z2HJ"", ""window_start"": 88, ""window_end"": 119, ""distance"": 0.07}, ""match_0004"": {""filename"": ""ZVZ3"", ""window_start"": 100, ""window_end"": 131, ""distance"": 0.07}, ""match_0005"": {""filename"": ""T4YH"", ""window_start"": 123, ""window_end"": 154, ""distance"": 0.125}, ""match_0006"": {""filename"": ""W4G3"", ""window_start"": 140, ""window_end"": 171, ""distance"": 0.125}, ""match_0007"": {""filename"": ""7W7C"", ""window_start"": 74, ""window_end"": 105, ""distance"": 0.125}, ""match_0008"": {""filename"": ""3Y4K"", ""window_start"": 218, ""window_end"": 249, ""distance"": 0.125}, ""match_0009"": {""filename"": ""Z64J"", ""window_start"": 61, ""window_end"": 92, ""distance"": 0.125}, ""match_0010"": {""filename"": ""3Y4K"", ""window_start"": 218, ""window_end"": 249, ""distance"": 0.0}, ""match_0011"": {""filename"": ""T4YH"", ""window_start"": 126, ""window_end"": 157, ""distance"": 0.0}, ""match_0012"": {""filename"": ""W4G3"", ""window_start"": 139, ""window_end"": 170, ""distance"": 0.0}, ""match_0013"": {""filename"": ""R7Y2"", ""window_start"": 71, ""window_end"": 102, ""distance"": 0.0}, ""match_0014"": {""filename"": ""Z64J"", ""window_start"": 62, ""window_end"": 93, ""distance"": 0.0}, ""match_0015"": {""filename"": ""DFVJ"", ""window_start"": 87, ""window_end"": 118, ""distance"": 0.085}, ""match_0016"": {""filename"": ""Z2HJ"", ""window_start"": 89, ""window_end"": 120, ""distance"": 0.085}, ""match_0017"": {""filename"": ""3Y4K"", ""window_start"": 218, ""window_end"": 249, ""distance"": 0.0}, ""match_0018"": {""filename"": ""7W7C"", ""window_start"": 75, ""window_end"": 106, ""distance"": 0.0}, ""match_0019"": {""filename"": ""W4G3"", ""window_start"": 141, ""window_end"": 172, ""distance"": 0.0}, ""match_0020"": {""filename"": ""Z64J"", ""window_start"": 61, ""window_end"": 92, ""distance"": 0.0}, ""match_0021"": {""filename"": ""R7Y2"", ""window_start"": 71, ""window_end"": 102, ""distance"": 0.0}, ""match_0022"": {""filename"": ""DFVJ"", ""window_start"": 115, ""window_end"": 146, ""distance"": 0.085}, ""match_0023"": {""filename"": ""Z2HJ"", ""window_start"": 89, ""window_end"": 120, ""distance"": 0.085}, ""match_0024"": {""filename"": ""4PFM"", ""window_start"": 118, ""window_end"": 149, ""distance"": 0.085}, ""match_0025"": {""filename"": ""9CKC"", ""window_start"": 147, ""window_end"": 178, ""distance"": 0.085}}"
37,RBKV,201,232,227,13,0.134,0.0,0.33,0.33,0.33,0.83,0.57,0.5,"{""match_0001"": {""filename"": ""MGT4"", ""window_start"": 73, ""window_end"": 104, ""distance"": 0.0}, ""match_0002"": {""filename"": ""9J7R"", ""window_start"": 54, ""window_end"": 85, ""distance"": 0.08}, ""match_0003"": {""filename"": ""9BKD"", ""window_start"": 67, ""window_end"": 98, ""distance"": 0.08}, ""match_0004"": {""filename"": ""F4CW"", ""window_start"": 114, ""window_end"": 145, ""distance"": 0.085}, ""match_0005"": {""filename"": ""MGT4"", ""window_start"": 391, ""window_end"": 422, ""distance"": 0.085}, ""match_0006"": {""filename"": ""Z3TJ"", ""window_start"": 106, ""window_end"": 137, ""distance"": 0.113137}, ""match_0007"": {""filename"": ""3D4B"", ""window_start"": 90, ""window_end"": 121, ""distance"": 0.116726}, ""match_0008"": {""filename"": ""7V2R"", ""window_start"": 126, ""window_end"": 157, ""distance"": 0.116726}, ""match_0009"": {""filename"": ""GRHM"", ""window_start"": 136, ""window_end"": 167, ""distance"": 0.116726}, ""match_0010"": {""filename"": ""XT2P"", ""window_start"": 181, ""window_end"": 212, ""distance"": 0.116726}, ""match_0011"": {""filename"": ""9BKD"", ""window_start"": 72, ""window_end"": 103, ""distance"": 0.075}, ""match_0012"": {""filename"": ""RBKV"", ""window_start"": 203, ""window_end"": 234, ""distance"": 0.102591}, ""match_0013"": {""filename"": ""7V2R"", ""window_start"": 127, ""window_end"": 158, ""distance"": 0.120934}, ""match_0014"": {""filename"": ""GRHM"", ""window_start"": 136, ""window_end"": 167, ""distance"": 0.120934}, ""match_0015"": {""filename"": ""XT2P"", ""window_start"": 181, ""window_end"": 212, ""distance"": 0.120934}, ""match_0016"": {""filename"": ""F4CW"", ""window_start"": 114, ""window_end"": 145, ""distance"": 0.153052}, ""match_0017"": {""filename"": ""MGT4"", ""window_start"": 391, ""window_end"": 422, ""distance"": 0.153052}, ""match_0018"": {""filename"": ""MGT4"", ""window_start"": 81, ""window_end"": 112, ""distance"": 0.153052}}"
38,XT2P,150,181,36,13,0.134,0.0,0.67,0.17,0.17,0.83,0.57,0.83,"{""match_0001"": {""filename"": ""ZBB2"", ""window_start"": 181, ""window_end"": 212, ""distance"": 0.0}, ""match_0002"": {""filename"": ""D9MH"", ""window_start"": 66, ""window_end"": 97, ""distance"": 0.085}, ""match_0003"": {""filename"": ""GF46"", ""window_start"": 54, ""window_end"": 85, ""distance"": 0.085}, ""match_0004"": {""filename"": ""BFF9"", ""window_start"": 125, ""window_end"": 156, ""distance"": 0.16171}, ""match_0005"": {""filename"": ""WXHK"", ""window_start"": 107, ""window_end"": 138, ""distance"": 0.165}, ""match_0006"": {""filename"": ""FHXX"", ""window_start"": 168, ""window_end"": 199, ""distance"": 0.165}, ""match_0007"": {""filename"": ""DF7J"", ""window_start"": 257, ""window_end"": 288, ""distance"": 0.165}, ""match_0008"": {""filename"": ""GB4J"", ""window_start"": 89, ""window_end"": 120, ""distance"": 0.182071}}"
39,3PRC,28,59,70,11,0.1134,0.33,0.5,0.0,0.0,0.5,0.57,1.0,"{""match_0001"": {""filename"": ""3Y4K"", ""window_start"": 227, ""window_end"": 258, ""distance"": 0.0}, ""match_0002"": {""filename"": ""9DF2"", ""window_start"": 79, ""window_end"": 110, ""distance"": 0.0}, ""match_0003"": {""filename"": ""W4G3"", ""window_start"": 165, ""window_end"": 196, ""distance"": 0.0}, ""match_0004"": {""filename"": ""WXHK"", ""window_start"": 94, ""window_end"": 125, ""distance"": 0.085}, ""match_0005"": {""filename"": ""VGBM"", ""window_start"": 182, ""window_end"": 213, ""distance"": 0.085}, ""match_0006"": {""filename"": ""4PJR"", ""window_start"": 142, ""window_end"": 173, ""distance"": 0.165}, ""match_0007"": {""filename"": ""WTV3"", ""window_start"": 122, ""window_end"": 153, ""distance"": 0.165}, ""match_0008"": {""filename"": ""Z2HJ"", ""window_start"": 156, ""window_end"": 187, ""distance"": 0.165}, ""match_0009"": {""filename"": ""X2MP"", ""window_start"": 97, ""window_end"": 128, ""distance"": 0.165}, ""match_0010"": {""filename"": ""ZBB2"", ""window_start"": 68, ""window_end"": 99, ""distance"": 0.165}}"
40,W4G3,298,329,405,10,0.1031,1.0,1.0,0.0,0.0,0.0,0.8,0.0,"{""match_0001"": {""filename"": ""4FH6"", ""window_start"": 236, ""window_end"": 267, ""distance"": 0.0}, ""match_0002"": {""filename"": ""4FH6"", ""window_start"": 305, ""window_end"": 336, ""distance"": 0.0}, ""match_0003"": {""filename"": ""4FH6"", ""window_start"": 306, ""window_end"": 337, ""distance"": 0.0}, ""match_0004"": {""filename"": ""J99Y"", ""window_start"": 264, ""window_end"": 295, ""distance"": 0.0}, ""match_0005"": {""filename"": ""J2RZ"", ""window_start"": 420, ""window_end"": 451, ""distance"": 0.0}, ""match_0006"": {""filename"": ""9CKC"", ""window_start"": 341, ""window_end"": 372, ""distance"": 0.0}, ""match_0007"": {""filename"": ""GF46"", ""window_start"": 193, ""window_end"": 224, ""distance"": 0.0}, ""match_0008"": {""filename"": ""WCYT"", ""window_start"": 28, ""window_end"": 59, ""distance"": 0.0}, ""match_0009"": {""filename"": ""4FH6"", ""window_start"": 236, ""window_end"": 267, ""distance"": 0.0}, ""match_0010"": {""filename"": ""4FH6"", ""window_start"": 305, ""window_end"": 336, ""distance"": 0.0}, ""match_0011"": {""filename"": ""CTVZ"", ""window_start"": 310, ""window_end"": 341, ""distance"": 0.0}, ""match_0012"": {""filename"": ""D9MH"", ""window_start"": 186, ""window_end"": 217, ""distance"": 0.0}, ""match_0013"": {""filename"": ""DB72"", ""window_start"": 108, ""window_end"": 139, ""distance"": 0.0}, ""match_0014"": {""filename"": ""GWWD"", ""window_start"": 294, ""window_end"": 325, ""distance"": 0.0}, ""match_0015"": {""filename"": ""R7Y2"", ""window_start"": 150, ""window_end"": 181, ""distance"": 0.0}, ""match_0016"": {""filename"": ""ZW7M"", ""window_start"": 165, ""window_end"": 196, ""distance"": 0.0}, ""match_0017"": {""filename"": ""XCDP"", ""window_start"": 113, ""window_end"": 144, ""distance"": 0.0}, ""match_0018"": {""filename"": ""W4G3"", ""window_start"": 240, ""window_end"": 271, ""distance"": 0.07}}"
41,DB72,29,60,287,10,0.1031,1.0,0.67,0.0,0.0,0.33,0.73,0.33,"{""match_0001"": {""filename"": ""J99Y"", ""window_start"": 270, ""window_end"": 301, ""distance"": 0.0}, ""match_0002"": {""filename"": ""YWTX"", ""window_start"": 165, ""window_end"": 196, ""distance"": 0.0}, ""match_0003"": {""filename"": ""7GZW"", ""window_start"": 158, ""window_end"": 189, ""distance"": 0.165}, ""match_0004"": {""filename"": ""J2RZ"", ""window_start"": 418, ""window_end"": 449, ""distance"": 0.165}, ""match_0005"": {""filename"": ""KK63"", ""window_start"": 81, ""window_end"": 112, ""distance"": 0.165}, ""match_0006"": {""filename"": ""9CKC"", ""window_start"": 329, ""window_end"": 360, ""distance"": 0.165}, ""match_0007"": {""filename"": ""VCD9"", ""window_start"": 195, ""window_end"": 226, ""distance"": 0.165}, ""match_0008"": {""filename"": ""7GZW"", ""window_start"": 158, ""window_end"": 189, ""distance"": 0.0}, ""match_0009"": {""filename"": ""9CKC"", ""window_start"": 327, ""window_end"": 358, ""distance"": 0.0}, ""match_0010"": {""filename"": ""KK63"", ""window_start"": 82, ""window_end"": 113, ""distance"": 0.0}, ""match_0011"": {""filename"": ""CTVZ"", ""window_start"": 312, ""window_end"": 343, ""distance"": 0.0}, ""match_0012"": {""filename"": ""GPHW"", ""window_start"": 58, ""window_end"": 89, ""distance"": 0.0}, ""match_0013"": {""filename"": ""KYVM"", ""window_start"": 202, ""window_end"": 233, ""distance"": 0.0}, ""match_0014"": {""filename"": ""KYVM"", ""window_start"": 242, ""window_end"": 273, ""distance"": 0.0}, ""match_0015"": {""filename"": ""KYVM"", ""window_start"": 243, ""window_end"": 274, ""distance"": 0.0}, ""match_0016"": {""filename"": ""KYVM"", ""window_start"": 244, ""window_end"": 275, ""distance"": 0.0}, ""match_0017"": {""filename"": ""KYVM"", ""window_start"": 245, ""window_end"": 276, ""distance"": 0.0}, ""match_0018"": {""filename"": ""R7Y2"", ""window_start"": 149, ""window_end"": 180, ""distance"": 0.0}, ""match_0019"": {""filename"": ""ZBB2"", ""window_start"": 149, ""window_end"": 180, ""distance"": 0.0}, ""match_0020"": {""filename"": ""ZW7M"", ""window_start"": 168, ""window_end"": 199, ""distance"": 0.0}, ""match_0021"": {""filename"": ""7GZW"", ""window_start"": 158, ""window_end"": 189, ""distance"": 0.178045}, ""match_0022"": {""filename"": ""9CKC"", ""window_start"": 327, ""window_end"": 358, ""distance"": 0.178045}, ""match_0023"": {""filename"": ""J2RZ"", ""window_start"": 416, ""window_end"": 447, ""distance"": 0.178045}, ""match_0024"": {""filename"": ""KK63"", ""window_start"": 81, ""window_end"": 112, ""distance"": 0.178045}, ""match_0025"": {""filename"": ""VCD9"", ""window_start"": 195, ""window_end"": 226, ""distance"": 0.178045}}"
42,KH2X,583,614,87,9,0.0928,0.33,0.0,0.67,0.17,0.67,0.57,0.33,"{""match_0001"": {""filename"": ""T4YH"", ""window_start"": 157, ""window_end"": 188, ""distance"": 0.08}, ""match_0002"": {""filename"": ""BFF9"", ""window_start"": 31, ""window_end"": 62, ""distance"": 0.085}, ""match_0003"": {""filename"": ""7V2R"", ""window_start"": 38, ""window_end"": 69, ""distance"": 0.113137}, ""match_0004"": {""filename"": ""ZVZ3"", ""window_start"": 175, ""window_end"": 206, ""distance"": 0.113137}, ""match_0005"": {""filename"": ""J2RZ"", ""window_start"": 212, ""window_end"": 243, ""distance"": 0.116726}, ""match_0006"": {""filename"": ""M964"", ""window_start"": 102, ""window_end"": 133, ""distance"": 0.116726}, ""match_0007"": {""filename"": ""DF7J"", ""window_start"": 174, ""window_end"": 205, ""distance"": 0.183644}, ""match_0008"": {""filename"": ""BFF9"", ""window_start"": 31, ""window_end"": 62, ""distance"": 0.0}, ""match_0009"": {""filename"": ""KH2X"", ""window_start"": 585, ""window_end"": 616, ""distance"": 0.08}, ""match_0010"": {""filename"": ""M964"", ""window_start"": 102, ""window_end"": 133, ""distance"": 0.08}, ""match_0011"": {""filename"": ""7V2R"", ""window_start"": 113, ""window_end"": 144, ""distance"": 0.165}, ""match_0012"": {""filename"": ""7V2R"", ""window_start"": 39, ""window_end"": 70, ""distance"": 0.183371}, ""match_0013"": {""filename"": ""7V2R"", ""window_start"": 38, ""window_end"": 69, ""distance"": 0.183371}, ""match_0014"": {""filename"": ""ZVZ3"", ""window_start"": 175, ""window_end"": 206, ""distance"": 0.183371}, ""match_0015"": {""filename"": ""BFF9"", ""window_start"": 91, ""window_end"": 122, ""distance"": 0.183371}, ""match_0016"": {""filename"": ""BFF9"", ""window_start"": 90, ""window_end"": 121, ""distance"": 0.183371}, ""match_0017"": {""filename"": ""9J7R"", ""window_start"": 14, ""window_end"": 45, ""distance"": 0.0}, ""match_0018"": {""filename"": ""FVYH"", ""window_start"": 45, ""window_end"": 76, ""distance"": 0.0}, ""match_0019"": {""filename"": ""KH2X"", ""window_start"": 578, ""window_end"": 609, ""distance"": 0.120208}, ""match_0020"": {""filename"": ""7V2R"", ""window_start"": 38, ""window_end"": 69, ""distance"": 0.185607}, ""match_0021"": {""filename"": ""ZVZ3"", ""window_start"": 175, ""window_end"": 206, ""distance"": 0.185607}, ""match_0022"": {""filename"": ""7V2R"", ""window_start"": 113, ""window_end"": 144, ""distance"": 0.08}, ""match_0023"": {""filename"": ""M964"", ""window_start"": 111, ""window_end"": 142, ""distance"": 0.085}, ""match_0024"": {""filename"": ""ZW7M"", ""window_start"": 184, ""window_end"": 215, ""distance"": 0.085}, ""match_0025"": {""filename"": ""T4YH"", ""window_start"": 150, ""window_end"": 181, ""distance"": 0.113137}, ""match_0026"": {""filename"": ""KH2X"", ""window_start"": 585, ""window_end"": 616, ""distance"": 0.165}, ""match_0027"": {""filename"": ""M964"", ""window_start"": 111, ""window_end"": 142, ""distance"": 0.0}, ""match_0028"": {""filename"": ""BFF9"", ""window_start"": 91, ""window_end"": 122, ""distance"": 0.085}, ""match_0029"": {""filename"": ""7V2R"", ""window_start"": 113, ""window_end"": 144, ""distance"": 0.116726}, ""match_0030"": {""filename"": ""T4YH"", ""window_start"": 150, ""window_end"": 181, ""distance"": 0.183371}}"
43,3Y4K,322,353,42,8,0.0825,0.0,0.33,0.67,0.17,1.0,0.57,0.83,"{""match_0001"": {""filename"": ""MGT4"", ""window_start"": 492, ""window_end"": 523, ""distance"": 0.08}, ""match_0002"": {""filename"": ""XT2P"", ""window_start"": 173, ""window_end"": 204, ""distance"": 0.08}, ""match_0003"": {""filename"": ""46FX"", ""window_start"": 221, ""window_end"": 252, ""distance"": 0.116726}, ""match_0004"": {""filename"": ""BFF9"", ""window_start"": 64, ""window_end"": 95, ""distance"": 0.120934}, ""match_0005"": {""filename"": ""GPHW"", ""window_start"": 237, ""window_end"": 268, ""distance"": 0.165}, ""match_0006"": {""filename"": ""4ZY2"", ""window_start"": 15, ""window_end"": 46, ""distance"": 0.165}, ""match_0007"": {""filename"": ""W6D3"", ""window_start"": 151, ""window_end"": 182, ""distance"": 0.165}, ""match_0008"": {""filename"": ""W6D3"", ""window_start"": 152, ""window_end"": 183, ""distance"": 0.0}, ""match_0009"": {""filename"": ""GPHW"", ""window_start"": 238, ""window_end"": 269, ""distance"": 0.0}, ""match_0010"": {""filename"": ""MGT4"", ""window_start"": 491, ""window_end"": 522, ""distance"": 0.085}, ""match_0011"": {""filename"": ""XT2P"", ""window_start"": 175, ""window_end"": 206, ""distance"": 0.085}, ""match_0012"": {""filename"": ""46FX"", ""window_start"": 221, ""window_end"": 252, ""distance"": 0.120208}, ""match_0013"": {""filename"": ""FHXX"", ""window_start"": 134, ""window_end"": 165, ""distance"": 0.125}, ""match_0014"": {""filename"": ""BFF9"", ""window_start"": 66, ""window_end"": 97, ""distance"": 0.159452}, ""match_0015"": {""filename"": ""3Y4K"", ""window_start"": 322, ""window_end"": 353, ""distance"": 0.165}}"
44,YWTX,112,143,77,8,0.0825,0.33,0.5,0.17,0.0,1.0,0.57,0.67,"{""match_0001"": {""filename"": ""9J7R"", ""window_start"": 40, ""window_end"": 71, ""distance"": 0.085}, ""match_0002"": {""filename"": ""BFF9"", ""window_start"": 122, ""window_end"": 153, ""distance"": 0.085}, ""match_0003"": {""filename"": ""X2MP"", ""window_start"": 1493, ""window_end"": 1524, ""distance"": 0.085}, ""match_0004"": {""filename"": ""Z2HJ"", ""window_start"": 153, ""window_end"": 184, ""distance"": 0.085}, ""match_0005"": {""filename"": ""DKBJ"", ""window_start"": 151, ""window_end"": 182, ""distance"": 0.168819}, ""match_0006"": {""filename"": ""GF46"", ""window_start"": 62, ""window_end"": 93, ""distance"": 0.185607}, ""match_0007"": {""filename"": ""X2MP"", ""window_start"": 1446, ""window_end"": 1477, ""distance"": 0.185607}, ""match_0008"": {""filename"": ""X2MP"", ""window_start"": 1444, ""window_end"": 1475, ""distance"": 0.185607}, ""match_0009"": {""filename"": ""X2MP"", ""window_start"": 1445, ""window_end"": 1476, ""distance"": 0.185607}, ""match_0010"": {""filename"": ""6CGP"", ""window_start"": 150, ""window_end"": 181, ""distance"": 0.19}, ""match_0011"": {""filename"": ""MGT4"", ""window_start"": 116, ""window_end"": 147, ""distance"": 0.0}, ""match_0012"": {""filename"": ""MGT4"", ""window_start"": 432, ""window_end"": 463, ""distance"": 0.0}, ""match_0013"": {""filename"": ""MGT4"", ""window_start"": 431, ""window_end"": 462, ""distance"": 0.0}, ""match_0014"": {""filename"": ""VGBM"", ""window_start"": 257, ""window_end"": 288, ""distance"": 0.085}, ""match_0015"": {""filename"": ""3FTG"", ""window_start"": 149, ""window_end"": 180, ""distance"": 0.120208}, ""match_0016"": {""filename"": ""MGT4"", ""window_start"": 438, ""window_end"": 469, ""distance"": 0.165}, ""match_0017"": {""filename"": ""MGT4"", ""window_start"": 437, ""window_end"": 468, ""distance"": 0.165}, ""match_0018"": {""filename"": ""X2MP"", ""window_start"": 1442, ""window_end"": 1473, ""distance"": 0.165}, ""match_0019"": {""filename"": ""4ZY2"", ""window_start"": 50, ""window_end"": 81, ""distance"": 0.177904}, ""match_0020"": {""filename"": ""WXHK"", ""window_start"": 98, ""window_end"": 129, ""distance"": 0.177904}, ""match_0021"": {""filename"": ""6HFK"", ""window_start"": 126, ""window_end"": 157, ""distance"": 0.0}, ""match_0022"": {""filename"": ""4ZY2"", ""window_start"": 50, ""window_end"": 81, ""distance"": 0.098995}, ""match_0023"": {""filename"": ""VGBM"", ""window_start"": 256, ""window_end"": 287, ""distance"": 0.196023}}"
45,WH6V,186,217,29,7,0.0722,0.0,0.83,0.17,0.0,0.0,0.57,1.0,"{""match_0001"": {""filename"": ""WTV3"", ""window_start"": 183, ""window_end"": 214, ""distance"": 0.0}, ""match_0002"": {""filename"": ""ZW7M"", ""window_start"": 279, ""window_end"": 310, ""distance"": 0.0}, ""match_0003"": {""filename"": ""6PW3"", ""window_start"": 73, ""window_end"": 104, ""distance"": 0.085}, ""match_0004"": {""filename"": ""6PW3"", ""window_start"": 154, ""window_end"": 185, ""distance"": 0.093808}, ""match_0005"": {""filename"": ""6PW3"", ""window_start"": 155, ""window_end"": 186, ""distance"": 0.093808}, ""match_0006"": {""filename"": ""J2RZ"", ""window_start"": 466, ""window_end"": 497, ""distance"": 0.098489}, ""match_0007"": {""filename"": ""DKBJ"", ""window_start"": 49, ""window_end"": 80, ""distance"": 0.140357}, ""match_0008"": {""filename"": ""Z3TJ"", ""window_start"": 226, ""window_end"": 257, ""distance"": 0.140357}, ""match_0009"": {""filename"": ""GRHM"", ""window_start"": 12, ""window_end"": 43, ""distance"": 0.140357}}"
46,WTV3,253,284,40,6,0.0619,0.67,0.67,0.33,0.33,1.0,0.73,1.0,"{""match_0001"": {""filename"": ""D9MH"", ""window_start"": 188, ""window_end"": 219, ""distance"": 0.0}, ""match_0002"": {""filename"": ""DB72"", ""window_start"": 106, ""window_end"": 137, ""distance"": 0.0}, ""match_0003"": {""filename"": ""HMP2"", ""window_start"": 222, ""window_end"": 253, ""distance"": 0.0}, ""match_0004"": {""filename"": ""KTYJ"", ""window_start"": 119, ""window_end"": 150, ""distance"": 0.0}, ""match_0005"": {""filename"": ""W4G3"", ""window_start"": 246, ""window_end"": 277, ""distance"": 0.165}, ""match_0006"": {""filename"": ""XCDP"", ""window_start"": 183, ""window_end"": 214, ""distance"": 0.165}, ""match_0007"": {""filename"": ""DB72"", ""window_start"": 106, ""window_end"": 137, ""distance"": 0.0}, ""match_0008"": {""filename"": ""HMP2"", ""window_start"": 222, ""window_end"": 253, ""distance"": 0.0}, ""match_0009"": {""filename"": ""KTYJ"", ""window_start"": 119, ""window_end"": 150, ""distance"": 0.0}, ""match_0010"": {""filename"": ""WTV3"", ""window_start"": 252, ""window_end"": 283, ""distance"": 0.0}, ""match_0011"": {""filename"": ""W4G3"", ""window_start"": 246, ""window_end"": 277, ""distance"": 0.165}, ""match_0012"": {""filename"": ""XCDP"", ""window_start"": 183, ""window_end"": 214, ""distance"": 0.165}, ""match_0013"": {""filename"": ""MCZJ"", ""window_start"": 8, ""window_end"": 39, ""distance"": 0.0}, ""match_0014"": {""filename"": ""XT2P"", ""window_start"": 195, ""window_end"": 226, ""distance"": 0.0}, ""match_0015"": {""filename"": ""R7Y2"", ""window_start"": 21, ""window_end"": 52, ""distance"": 0.165}, ""match_0016"": {""filename"": ""WTV3"", ""window_start"": 22, ""window_end"": 53, ""distance"": 0.165}}"
47,Z2HJ,67,98,12,6,0.0619,0.33,0.0,0.0,0.0,0.0,0.57,0.0,"{""match_0001"": {""filename"": ""4ZY2"", ""window_start"": 176, ""window_end"": 207, ""distance"": 0.148661}, ""match_0002"": {""filename"": ""J99Y"", ""window_start"": 136, ""window_end"": 167, ""distance"": 0.148661}, ""match_0003"": {""filename"": ""4ZY2"", ""window_start"": 70, ""window_end"": 101, ""distance"": 0.179165}, ""match_0004"": {""filename"": ""4ZY2"", ""window_start"": 69, ""window_end"": 100, ""distance"": 0.179165}, ""match_0005"": {""filename"": ""6HFK"", ""window_start"": 91, ""window_end"": 122, ""distance"": 0.179165}, ""match_0006"": {""filename"": ""D9MH"", ""window_start"": 220, ""window_end"": 251, ""distance"": 0.179165}, ""match_0007"": {""filename"": ""F4CW"", ""window_start"": 39, ""window_end"": 70, ""distance"": 0.179165}, ""match_0008"": {""filename"": ""GF46"", ""window_start"": 144, ""window_end"": 175, ""distance"": 0.179165}}"
48,GPHW,56,87,47,5,0.0515,0.75,0.5,0.25,0.0,0.75,0.67,0.0,"{""match_0001"": {""filename"": ""J99Y"", ""window_start"": 199, ""window_end"": 230, ""distance"": 0.0}, ""match_0002"": {""filename"": ""MBKT"", ""window_start"": 240, ""window_end"": 271, ""distance"": 0.125}, ""match_0003"": {""filename"": ""XCDP"", ""window_start"": 60, ""window_end"": 91, ""distance"": 0.125}, ""match_0004"": {""filename"": ""R7Y2"", ""window_start"": 146, ""window_end"": 177, ""distance"": 0.176777}, ""match_0005"": {""filename"": ""TGHV"", ""window_start"": 218, ""window_end"": 249, ""distance"": 0.176777}, ""match_0006"": {""filename"": ""GPHW"", ""window_start"": 54, ""window_end"": 85, ""distance"": 0.0}, ""match_0007"": {""filename"": ""MBKT"", ""window_start"": 240, ""window_end"": 271, ""distance"": 0.125}, ""match_0008"": {""filename"": ""XCDP"", ""window_start"": 60, ""window_end"": 91, ""distance"": 0.125}, ""match_0009"": {""filename"": ""R7Y2"", ""window_start"": 146, ""window_end"": 177, ""distance"": 0.176777}, ""match_0010"": {""filename"": ""TGHV"", ""window_start"": 218, ""window_end"": 249, ""distance"": 0.176777}, ""match_0011"": {""filename"": ""H634"", ""window_start"": 215, ""window_end"": 246, ""distance"": 0.0}, ""match_0012"": {""filename"": ""6HFK"", ""window_start"": 181, ""window_end"": 212, ""distance"": 0.125}, ""match_0013"": {""filename"": ""KTYJ"", ""window_start"": 53, ""window_end"": 84, ""distance"": 0.125}, ""match_0014"": {""filename"": ""MCZJ"", ""window_start"": 11, ""window_end"": 42, ""distance"": 0.125}, ""match_0015"": {""filename"": ""RXMC"", ""window_start"": 242, ""window_end"": 273, ""distance"": 0.125}}"
49,9CKC,156,187,27,4,0.0412,1.0,0.4,0.0,0.0,0.0,0.62,0.4,"{""match_0001"": {""filename"": ""MCZJ"", ""window_start"": 19, ""window_end"": 50, ""distance"": 0.0}, ""match_0002"": {""filename"": ""WY9R"", ""window_start"": 234, ""window_end"": 265, ""distance"": 0.0}, ""match_0003"": {""filename"": ""ZBB2"", ""window_start"": 303, ""window_end"": 334, ""distance"": 0.0}, ""match_0004"": {""filename"": ""ZW7M"", ""window_start"": 33, ""window_end"": 64, ""distance"": 0.1}, ""match_0005"": {""filename"": ""J99Y"", ""window_start"": 273, ""window_end"": 304, ""distance"": 0.125}, ""match_0006"": {""filename"": ""TGHV"", ""window_start"": 214, ""window_end"": 245, ""distance"": 0.125}, ""match_0007"": {""filename"": ""XCDP"", ""window_start"": 166, ""window_end"": 197, ""distance"": 0.125}}"
50,GF46,192,223,13,2,0.0206,0.67,1.0,0.0,0.0,0.0,0.73,0.67,"{""match_0001"": {""filename"": ""4FH6"", ""window_start"": 238, ""window_end"": 269, ""distance"": 0.0}, ""match_0002"": {""filename"": ""4FH6"", ""window_start"": 321, ""window_end"": 352, ""distance"": 0.0}, ""match_0003"": {""filename"": ""4FH6"", ""window_start"": 320, ""window_end"": 351, ""distance"": 0.0}, ""match_0004"": {""filename"": ""DB72"", ""window_start"": 32, ""window_end"": 63, ""distance"": 0.0}, ""match_0005"": {""filename"": ""4FH6"", ""window_start"": 318, ""window_end"": 349, ""distance"": 0.17088}, ""match_0006"": {""filename"": ""4FH6"", ""window_start"": 319, ""window_end"": 350, ""distance"": 0.17088}, ""match_0007"": {""filename"": ""KYVM"", ""window_start"": 233, ""window_end"": 264, ""distance"": 0.0}, ""match_0008"": {""filename"": ""F6RP"", ""window_start"": 45, ""window_end"": 76, ""distance"": 0.178045}}"
